Temps;EA0;Temps;EA1;Temps;I
0.000305;0.233554303646088;0.000305;-0.32813373208046;0.000305;0.153948426246643
0.000306;0.213719606399536;0.000306;-0.32813373208046;0.000306;0.163891293108463
0.000307;0.198843583464622;0.000307;-0.323169536888599;0.000307;0.155605570723613
0.000308;0.179008886218071;0.000308;-0.323169536888599;0.000308;0.155605570723613
0.000309;0.159174188971519;0.000309;-0.318205341696739;0.000309;0.142348414907853
0.00031;0.144298166036606;0.00031;-0.318205341696739;0.00031;0.145662703861793
0.000311;0.119504794478416;0.000311;-0.323169536888599;0.000311;0.142348414907853
0.000312;0.104628771543503;0.000312;-0.313241146504879;0.000312;0.135719836999973
0.000313;0.0947114229202271;0.000313;-0.318205341696739;0.000313;0.142348414907853
0.000314;0.0748767256736755;0.000314;-0.313241146504879;0.000314;0.145662703861793
0.000315;0.055042028427124;0.000315;-0.32813373208046;0.000315;0.147319848338763
0.000316;0.0401660054922104;0.000316;-0.32813373208046;0.000316;0.157262715200583
0.000317;0.015372633934021;0.000317;-0.33806212246418;0.000317;0.155605570723613
0.000318;-0.00446206331253052;0.000318;-0.3479905128479;0.000318;0.167205582062403
0.000319;-0.024296760559082;0.000319;-0.357918903231621;0.000319;0.158919859677553
0.00032;-0.0391727834939957;0.00032;-0.367847293615341;0.00032;0.167205582062403
